,headline,date,summary,content,link
82,"Índice de Precios de Productor (IPP) Industrias registró una variación a doce meses de 24,1% en marzo de 2021",23/04/2021,"El sector que más influyó en el aumento interanual del índice fue minería, siendo la extracción y procesamiento de cobre la clase más incidente con un 50,5% de aumento.","El IPP de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) presentó un alza interanual de 24,1%, acumulando 9,1% al tercer mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 46,6% respecto del mismo mes del año anterior, acumulando 14,0% en lo que va del año, destacando la extracción y procesamiento de cobre como la clase más incidente con un 50,5% de aumento.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) aumentó 3,8% respecto a marzo de 2020, acumulando 3,7% al tercer mes del año.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó una variación interanual de 0,1%, acumulando 1,2% a marzo de 2021.

Boletín Índice de Precios de Productor (IPP) Industrias marzo 2021",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/04/23/índice-de-precios-de-productor-(ipp)-industrias-registró-una-variación-a-doce-meses-de-24-1-en-marzo-de-2021
83,"Índice de Costos del Transporte registró un alza mensual de 0,4% en marzo",20/04/2021,"El resultado se debió, principalmente, al aumento del grupo combustibles. ","Un incremento mensual de 0,4% presentó en marzo de 2021 el Índice de Costos del Transporte (ICT), acumulando 4,1% en lo que va del año, informó el Instituto Nacional de Estadísticas (INE). La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (4,8%), que incidió 1,189 puntos porcentuales (pp.) sobre la variación mensual del ICT general.  

En tanto, repuestos y accesorios para el funcionamiento y mantención del vehículo registró una variación mensual de 1,0%, con una incidencia de 0,102 pp., mientras que otros servicios relativos al equipo de transporte anotó nula variación mensual a un decimal, con una incidencia de 0,003 pp.  

Por su parte, servicios financieros presentó un descenso mensual de 1,6%, con una incidencia de -0,182 pp. Finalmente, recursos humanos consignó una variación mensual de -1,7%, con una incidencia de -0,745 pp.

Boletín Índice de Costos del Transporte (ICT) marzo de 2021   ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/04/20/índice-de-costos-del-transporte-registró-un-alza-mensual-de-0-4-en-marzo
84,"IPC de marzo aumentó 0,4% respecto al mes anterior",8/04/2021,"Destacaron las alzas de educación y transporte, y la disminución de alimentos y bebidas no alcohólicas.","En marzo de 2021, el Índice de Precios al Consumidor (IPC) anotó una variación mensual de 0,4%, aumentando 1,3% en lo que va del año y 2,9% a doce meses.

Nueve de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, dos presentaron incidencias negativas y una registró nula incidencia. Entre las divisiones con aumentos en sus precios destacó educación (2,7%), con 0,183 puntos porcentuales (pp.), y transporte (0,9%), con 0,117 pp. Las restantes divisiones que influyeron positivamente contribuyeron con 0,166 pp., en conjunto.

Entre las divisiones que consignaron bajas mensuales en sus precios destacó alimentos y bebidas no alcohólicas (-0,4%), que incidió -0,080 pp.

Boletín IPC marzo 2021
Separata técnica

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE adoptó en marzo de 2020 una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica adjunta. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/04/08/ipc-de-marzo-aumentó-0-4-respecto-al-mes-anterior
85,"Índice de Precios de Productor (IPP) Industrias registró una variación a doce meses de 17,5% en febrero de 2021",24/03/2021,"El sector que más influyó en el aumento interanual del índice fue minería, siendo la extracción y procesamiento de cobre la clase más incidente con un 34,7% de aumento.","El IPP de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) presentó un alza interanual de 17,5%, acumulando 4,7% al segundo mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 33,5% respecto del mismo mes del año anterior, acumulando 7,4% en lo que va del año, destacando la extracción y procesamiento de cobre como la clase más incidente con un 34,7% de aumento.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) aumentó 3,0% respecto a febrero de 2020, acumulando 1,6% al segundo mes del año.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó una variación interanual de -1,0%, acumulando 0,9% a febrero de 2021.
Boletín Índice de Precios de Productor (IPP) Industrias febrero 2021.
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/03/24/índice-de-precios-de-productor-(ipp)-industrias-registró-una-variación-a-doce-meses-de-17-5-en-febrero-de-2021
86,"Índice de Costos del Transporte registró una variación mensual de 1,6% en febrero",18/03/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles, debido al impacto del alza del diésel.","El Índice de Costos del Transporte (ICT) presentó un aumento mensual de 1,6% en febrero de 2021, informó el Instituto Nacional de Estadísticas. Con ello, este indicador registró una variación acumulada de 3,8% en lo que va del año 2021.

El resultado del mes se explicó, principalmente, por el incremento del grupo combustibles (4,5%), que incidió 1,080 puntos porcentuales (pp.) sobre la variación mensual del ICT general. En este grupo, el alza en el diésel fue la más relevante (4,5%).

En tanto, el ítem recursos humanos registró una variación mensual de 1,1%, con una incidencia de 0,468 pp., mientras que la variación de costos en repuestos y accesorios para el funcionamiento y mantención del vehículo consignó un aumento de 0,4%, con una incidencia de 0,039 pp. 

Por su parte, otros servicios relativos al equipo de transporte anotó una variación mensual de 0,2%, con una incidencia de 0,021 pp.

Finalmente, los costos relacionados con servicios financieros presentaron una variación mensual de -0,5%, con una incidencia de -0,051 pp.

Boletín Índice de Costos del Transporte (ICT) febrero de 2021


 
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/03/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-6-en-febrero
87,"Índice de Precios de Productor (IPP) Industrias registró una variación a doce meses de 12,2% en enero de 2021",24/02/2021,"El sector que más influyó en el aumento interanual del índice fue minería, siendo la Extracción y Procesamiento de cobre la clase más incidente con un 23,4% de aumento.","El IPP de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) presentó un alza interanual de 12,2%, acumulando 1,1% al primer mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 23,1% respecto del mismo mes del año anterior, acumulando 1,6% en lo que va del año, destacando la Extracción y Procesamiento de Cobre como la clase más incidente con un 23,4% de aumento.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) aumentó 2,9% respecto a enero de 2020, acumulando 0,5% al primer mes del año.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó una variación interanual de -3,7%, acumulando 0,6% a enero de 2021.

 Boletín Índice de Precios de Productor (IPP) Industrias enero 2021.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/02/24/índice-de-precios-de-productor-(ipp)-industrias-registró-una-variación-a-doce-meses-de-12-2-en-enero-de-2021
88,"Índice de Costos del Transporte registró una variación mensual de 2,2% en enero",18/02/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles, debido al impacto del alza del Diésel.","El Índice de Costos del Transporte (ICT) presentó un aumento mensual de 2,2% en enero de 2021, informó el Instituto Nacional de Estadísticas. Con ello, este indicador sumó una variación acumulada en 2021 de 2,2%.
El resultado del mes se explicó, principalmente, por el aumento del grupo combustibles (5,5%), que incidió 1,269 puntos porcentuales (pp.) sobre la variación mensual del ICT general. En este grupo, el alza en el Diésel fue la más relevante (5,5%).
En tanto, el ítem recursos humanos registró una variación mensual de 1,2%, con una incidencia de 0,536 pp., mientras que otros servicios relativos al equipo de transporte anotó una variación mensual de 2,4%, con una incidencia de 0,264 pp.
Por su parte, los costos relacionados a servicios financieros presentaron una variación mensual de 0,5%, con una incidencia de 0,062 pp.
Finalmente, la variación de costos en repuestos y accesorios para el funcionamiento y mantención del vehículo consignó un alza de 0,4%, con una incidencia de 0,038 pp.



Boletín Índice de Costos del Transporte (ICT) enero de 2021
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/02/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-2-2-en-enero
89,"IPC de enero registró una variación mensual de 0,7%",8/02/2021,"Destacaron las alzas en alimentos y bebidas no alcohólicas y transporte, y la disminución en vestuario y calzado.","En enero de 2021 [1], el Índice de Precios al Consumidor (IPC) anotó una variación mensual de 0,7%, con un alza a doce meses de 3,1%.
En el primer mes del año, nueve de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y tres presentaron incidencias negativas. Entre las divisiones con aumentos en sus precios destacaron alimentos y bebidas no alcohólicas (1,2%) con una incidencia de 0,246 puntos porcentuales (pp.), impulsada mayormente por los productos limón (54,3%) y papa (9,0%), con incidencias de 0,056 pp. y 0,032 pp. respectivamente; y transporte (1,2%), con 0,151 pp, donde destacó principalmente la variación de gasolina (2,8%) incidiendo 0,068 pp. a la variación del indicador general. Las restantes divisiones que impulsaron el alza contribuyeron con 0,340 pp., en conjunto. 
A su vez, entre las divisiones que consignaron bajas mensuales en sus precios, destacó vestuario y calzado (-0,9%), que incidió -0,030 pp.
En el contexto de la contingencia generada por la pandemia de COVID-19 en Chile y el mundo, el Instituto Nacional de Estadísticas (INE) ha adoptado a contar de marzo de 2020 y hasta que las condiciones lo requieran, una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica que acompaña a este boletín.

Boletín Índice de Precios al Consumidor (IPC) enero de 2021 
Separata Técnica Índice de Precios al Consumidor (IPC) enero de 2021




[1] Dada la contingencia generada por el virus COVID-19 en Chile y los acontecimientos sanitarios acontecidos en el país durante el período considerado para esta publicación, en aquellos casos en que no fue posible recolectar precios se utiliza la metodología de imputación preestablecida. Para mayor detalle revisar documento metodológico IPC 2018=100, publicado en la página web de la institución www.ine.cl.

",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/02/08/ipc-de-enero-registró-una-variación-mensual-de-0-7
90,"Índice de Precios de Productor (IPP) Industrias registró una variación a doce meses de 10,2% en diciembre de 2020 ",22/01/2021,El sector que más influyó en el aumento interanual del índice fue minería.  ,"El IPP de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) presentó un alza interanual y acumulada de 10,2% a diciembre de 2020, según informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, con un aumento interanual y acumulado de 18,6%. 

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 3,1% respecto a diciembre de 2019, acumulando 3,1% al último mes del año pasado. 

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó una variación interanual y acumulada de -2,9% a diciembre de 2020. 

Boletín Índice de Precios de Productor (IPP) Industrias diciembre 2020",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/01/22/índice-de-precios-de-productor-(ipp)-industrias-registró-una-variación-a-doce-meses-de-10-2-en-diciembre-de-2020
91,"Índice de Costos del Transporte registró una variación mensual de 1,8% en diciembre",20/01/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles.","El Índice de Costos del Transporte (ICT) presentó un aumento mensual de 1,8%, en diciembre de 2020, informó esta mañana el Instituto Nacional de Estadísticas (INE), con lo que anota una variación acumulada de -6,6% para el año 2020.
El registro del mes se explicó, principalmente, por el aumento del grupo combustibles (3,6%), que incidió en 0,828 puntos porcentuales (pp.) sobre la variación mensual del ICT general.
En tanto, recursos humanos registró una variación mensual de 1,7%, con una incidencia de 0,766 pp., mientras que servicios financieros anotó una variación mensual de 1,0%, con una incidencia de 0,121 pp.
Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo presentó una variación mensual de 0,8%, con una incidencia de 0,078 pp.
Finalmente, otros servicios relativos al equipo de transporte consignó nula variación mensual a un decimal, con una incidencia de 0,005 pp. 

Boletín Índice de Costos del Transporte (ICT) diciembre de 2020
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/01/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-8-en-diciembre
92,"IPC de diciembre registró una variación mensual de 0,3%",8/01/2021,"Destacaron las alzas de vestuario y calzado y equipamiento y mantención del hogar, y la disminución de bebidas alcohólicas y tabaco.","En diciembre de 2020[1], el Índice de Precios al Consumidor (IPC) anotó una variación mensual de 0,3%, acumulando 3,0% en lo que va del año y un alza a doce meses de 3,0%.
En el último mes del año, nueve de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y tres presentaron incidencias negativas. Entre las divisiones con aumentos en sus precios destacó vestuario y calzado (3,7%) con 0,120 puntos porcentuales (pp.) y equipamiento y mantención del hogar (0,8%) con 0,050 pp. Las restantes divisiones que influyeron positivamente contribuyeron con 0,227 pp., en conjunto.
A su vez, entre las divisiones que consignaron bajas mensuales en sus precios destacó bebidas alcohólicas y tabaco (-1,1%), que incidió -0,052 pp.
En el contexto de la contingencia generada por la pandemia de COVID-19 en Chile y el mundo, el Instituto Nacional de Estadísticas (INE) ha adoptado a contar de marzo de 2020 y hasta que las condiciones lo permitan, una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica que acompaña a este boletín.
  Boletín Índice de Precios al Consumidor (IPC) diciembre de 2020
  Separata Técnica Índice de Precios al Consumidor (IPC) diciembre de 2020



[1] Dada la contingencia generada por el virus COVID-19 en Chile y los acontecimientos sanitarios acontecidos en el país durante el período considerado para esta publicación, en aquellos casos en que no fue posible recolectar precios se utiliza la metodología de imputación preestablecida. Para mayor detalle revisar documento metodológico IPC 2018=100, publicado en la página web de la institución www.ine.cl.

",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/01/08/ipc-de-diciembre-registró-una-variación-mensual-de-0-3
93,INE publica separata técnica complementaria COVID-19 respecto del Índice de Precios al Consumidor,28/12/2020,28 diciembre 2020,"La presente separata técnica tiene por objetivo actualizar a los diferentes usuarios del Índice de Precios al Consumidor (IPC), información respecto de los lineamientos que serán aplicados con relación al producto servicio de transporte aéreo.
El Instituto Nacional de Estadísticas (INE) se encuentra constantemente realizando seguimiento a cada uno de los productos que componen la canasta del IPC base 2018=100, monitoreando los cambios en las condiciones de la oferta y demanda, además de dar seguimiento a los avances respecto de la normalización en la provisión de los bienes y servicios que se han visto afectados por la crisis sanitaria, realizando consultas y acercamientos con los informantes de cada sector y con otras oficinas de estadísticas, así como también siguiendo las decisiones adoptadas por la autoridad sanitaria en el territorio nacional. De acuerdo con lo anterior, y precisamente con base en los lineamientos establecidos por la misma, a continuación se entrega información relevante para la próxima coyuntura del Índice de Precios al Consumidor (IPC) a publicarse el día 8 de enero de 2021.
Por último, y en línea con las separatas publicadas previamente, el INE mantendrá informados a los usuarios de cualquier decisión metodológica que se adopte en materia del IPC, la que será informada en cada ocasión con la mayor anticipación y oportunidad posible a través los medios de comunicación oficiales de la institución.

Separata técnica. Índice de Precios al Consumidor. Contingencia COVID-19 - Producto Servicio de Transporte Aéreo",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2020/12/28/ine-publica-separata-técnica-complementaria-covid-19-respecto-del-índice-de-precios-al-consumidor
94,"Índice de Precios de Productor (IPP) Industrias registró una variación a doce meses de 8,1% en noviembre de 2020",24/12/2020,"El sector que más influyó en el aumento interanual del índice fue minería. 
","En noviembre de 2020, según informó esta mañana el Instituto Nacional de Estadísticas (INE), el IPP de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) presentó un alza interanual de 8,1%, acumulando 7,3% al undécimo mes del año.
El Índice de Precios de Productor Minería (IPPMin) fue el que más incidió en la variación a doce meses del IPP de Industrias, al aumentar 14,7% respecto del mismo mes del año anterior, acumulando 13,2% en lo que va del año.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) aumentó 2,4% respecto a noviembre de 2019 y acumuló 2,3% al undécimo mes del año.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó una variación interanual de -1,5%, acumulando -2,4% a noviembre de 2020.

Boletín Índice de Precios de Productor (IPP) Industrias noviembre 2020.
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2020/12/24/índice-de-precios-de-productor-(ipp)-industrias-registró-una-variación-a-doce-meses-de-8-1-en-noviembre-de-2020
